Operator ID,Operator Name,Operator Type,Service Subcategory,Commission Type,B2B Commission BELOW 5K
2427,Tathya Pharmacy College,education,Education Fees,fixed,
2427,Tathya Pharmacy College,education,Municipal Tax,fixed,
2427,Tathya Pharmacy College,education,Clubs & Associations,fixed,
2427,Tathya Pharmacy College,education,Cable TV,fixed,
2427,Tathya Pharmacy College,education,LPG Cylinder,fixed,
2427,Tathya Pharmacy College,education,Hospital,fixed,
2427,Tathya Pharmacy College,education,Insurance,fixed,
2427,Tathya Pharmacy College,education,Loan EMI,fixed,
2427,Tathya Pharmacy College,education,FASTag,fixed,
2427,Tathya Pharmacy College,education,Municipal Services,fixed,
2427,Tathya Pharmacy College,education,Subscription 2,fixed,
5155,Tatkal Loan India Private Limited,loan,Prepaid,fixed,
5155,Tatkal Loan India Private Limited,loan,Postpaid,fixed,
5155,Tatkal Loan India Private Limited,loan,DTH Recharge,fixed,
5155,Tatkal Loan India Private Limited,loan,Cable Recharge,fixed,
5155,Tatkal Loan India Private Limited,loan,Electricity,fixed,
5155,Tatkal Loan India Private Limited,loan,Broadband,fixed,
5155,Tatkal Loan India Private Limited,loan,Gas,fixed,
5155,Tatkal Loan India Private Limited,loan,Water,fixed,
5155,Tatkal Loan India Private Limited,loan,Landline,fixed,
5155,Tatkal Loan India Private Limited,loan,Tax,fixed,
5155,Tatkal Loan India Private Limited,loan,Credit Card,fixed,
5155,Tatkal Loan India Private Limited,loan,Housing Society,fixed,
5155,Tatkal Loan India Private Limited,loan,OTT Subscription,fixed,
5155,Tatkal Loan India Private Limited,loan,Education Fees,fixed,
5155,Tatkal Loan India Private Limited,loan,Municipal Tax,fixed,
5155,Tatkal Loan India Private Limited,loan,Clubs & Associations,fixed,
5155,Tatkal Loan India Private Limited,loan,Cable TV,fixed,
5155,Tatkal Loan India Private Limited,loan,LPG Cylinder,fixed,
5155,Tatkal Loan India Private Limited,loan,Hospital,fixed,
5155,Tatkal Loan India Private Limited,loan,Insurance,fixed,
5155,Tatkal Loan India Private Limited,loan,Loan EMI,fixed,
5155,Tatkal Loan India Private Limited,loan,FASTag,fixed,
5155,Tatkal Loan India Private Limited,loan,Municipal Services,fixed,
5155,Tatkal Loan India Private Limited,loan,Subscription 2,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Prepaid,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Postpaid,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,DTH Recharge,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Cable Recharge,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Electricity,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Broadband,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Gas,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Water,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Landline,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Tax,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Credit Card,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Housing Society,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,OTT Subscription,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Education Fees,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Municipal Tax,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Clubs & Associations,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Cable TV,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,LPG Cylinder,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Hospital,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Insurance,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Loan EMI,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,FASTag,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Municipal Services,fixed,
2439,Team Good Shepherd Academy  Sakri Secondary,education,Subscription 2,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Prepaid,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Postpaid,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,DTH Recharge,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Cable Recharge,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Electricity,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Broadband,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Gas,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Water,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Landline,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Tax,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Credit Card,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Housing Society,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,OTT Subscription,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Education Fees,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Municipal Tax,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Clubs & Associations,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Cable TV,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,LPG Cylinder,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Hospital,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Insurance,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Loan EMI,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,FASTag,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Municipal Services,fixed,
2428,Team Good Shepherd Academy Chalisgaon Pre Primary,education,Subscription 2,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Prepaid,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Postpaid,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,DTH Recharge,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Cable Recharge,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Electricity,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Broadband,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Gas,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Water,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Landline,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Tax,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Credit Card,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Housing Society,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,OTT Subscription,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Education Fees,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Municipal Tax,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Clubs & Associations,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Cable TV,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,LPG Cylinder,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Hospital,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Insurance,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Loan EMI,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,FASTag,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Municipal Services,fixed,
2442,Team Good Shepherd Academy Chalisgaon Primary,education,Subscription 2,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Prepaid,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Postpaid,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,DTH Recharge,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Cable Recharge,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Electricity,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Broadband,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Gas,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Water,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Landline,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Tax,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Credit Card,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Housing Society,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,OTT Subscription,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Education Fees,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Municipal Tax,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Clubs & Associations,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Cable TV,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,LPG Cylinder,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Hospital,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Insurance,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Loan EMI,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,FASTag,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Municipal Services,fixed,
2431,Team Good Shepherd Academy Chalisgaon Secondary,education,Subscription 2,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Prepaid,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Postpaid,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,DTH Recharge,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Cable Recharge,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Electricity,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Broadband,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Gas,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Water,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Landline,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Tax,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Credit Card,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Housing Society,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,OTT Subscription,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Education Fees,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Municipal Tax,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Clubs & Associations,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Cable TV,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,LPG Cylinder,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Hospital,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Insurance,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Loan EMI,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,FASTag,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Municipal Services,fixed,
2440,Team Good Shepherd Academy Dharangaon  Pre Primary,education,Subscription 2,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Prepaid,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Postpaid,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,DTH Recharge,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Cable Recharge,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Electricity,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Broadband,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Gas,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Water,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Landline,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Tax,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Credit Card,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Housing Society,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,OTT Subscription,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Education Fees,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Municipal Tax,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Clubs & Associations,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Cable TV,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,LPG Cylinder,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Hospital,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Insurance,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Loan EMI,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,FASTag,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Municipal Services,fixed,
2437,Team Good Shepherd Academy Dharangaon Primary,education,Subscription 2,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Prepaid,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Postpaid,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,DTH Recharge,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Cable Recharge,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Electricity,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Broadband,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Gas,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Water,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Landline,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Tax,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Credit Card,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Housing Society,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,OTT Subscription,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Education Fees,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Municipal Tax,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Clubs & Associations,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Cable TV,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,LPG Cylinder,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Hospital,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Insurance,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Loan EMI,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,FASTag,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Municipal Services,fixed,
2430,Team Good Shepherd Academy Dharangaon Secondary,education,Subscription 2,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Prepaid,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Postpaid,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,DTH Recharge,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Cable Recharge,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Electricity,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Broadband,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Gas,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Water,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Landline,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Tax,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Credit Card,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Housing Society,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,OTT Subscription,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Education Fees,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Municipal Tax,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Clubs & Associations,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Cable TV,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,LPG Cylinder,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Hospital,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Insurance,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Loan EMI,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,FASTag,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Municipal Services,fixed,
2432,Team Good Shepherd Academy Dindori Pre Primary,education,Subscription 2,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Prepaid,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Postpaid,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,DTH Recharge,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Cable Recharge,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Electricity,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Broadband,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Gas,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Water,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Landline,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Tax,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Credit Card,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Housing Society,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,OTT Subscription,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Education Fees,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Municipal Tax,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Clubs & Associations,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Cable TV,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,LPG Cylinder,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Hospital,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Insurance,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Loan EMI,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,FASTag,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Municipal Services,fixed,
2443,Team Good Shepherd Academy Dindori Primary,education,Subscription 2,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Prepaid,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Postpaid,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,DTH Recharge,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Cable Recharge,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Electricity,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Broadband,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Gas,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Water,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Landline,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Tax,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Credit Card,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Housing Society,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,OTT Subscription,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Education Fees,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Municipal Tax,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Clubs & Associations,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Cable TV,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,LPG Cylinder,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Hospital,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Insurance,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Loan EMI,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,FASTag,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Municipal Services,fixed,
2433,Team Good Shepherd Academy Manur Pre Primary,education,Subscription 2,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Prepaid,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Postpaid,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,DTH Recharge,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Cable Recharge,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Electricity,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Broadband,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Gas,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Water,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Landline,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Tax,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Credit Card,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Housing Society,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,OTT Subscription,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Education Fees,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Municipal Tax,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Clubs & Associations,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Cable TV,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,LPG Cylinder,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Hospital,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Insurance,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Loan EMI,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,FASTag,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Municipal Services,fixed,
2438,Team Good Shepherd Academy Manur Primary,education,Subscription 2,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Prepaid,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Postpaid,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,DTH Recharge,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Cable Recharge,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Electricity,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Broadband,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Gas,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Water,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Landline,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Tax,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Credit Card,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Housing Society,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,OTT Subscription,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Education Fees,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Municipal Tax,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Clubs & Associations,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Cable TV,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,LPG Cylinder,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Hospital,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Insurance,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Loan EMI,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,FASTag,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Municipal Services,fixed,
2441,Team Good Shepherd Academy Manur Secondary,education,Subscription 2,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Prepaid,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Postpaid,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,DTH Recharge,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Cable Recharge,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Electricity,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Broadband,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Gas,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Water,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Landline,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Tax,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Credit Card,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Housing Society,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,OTT Subscription,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Education Fees,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Municipal Tax,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Clubs & Associations,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Cable TV,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,LPG Cylinder,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Hospital,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Insurance,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Loan EMI,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,FASTag,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Municipal Services,fixed,
2429,Team Good Shepherd Academy Pimpalner Pre Primary,education,Subscription 2,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Prepaid,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Postpaid,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,DTH Recharge,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Cable Recharge,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Electricity,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Broadband,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Gas,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Water,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Landline,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Tax,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Credit Card,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Housing Society,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,OTT Subscription,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Education Fees,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Municipal Tax,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Clubs & Associations,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Cable TV,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,LPG Cylinder,fixed,
2436,Team Good Shepherd Academy Pimpalner Primary,education,Hospital,fixed,
